"form","state","region","female","age","class","OCCUPATION1","OCCUPATION2","OCCUPATION3","black","size","education","AGE_3WAY","AGE40","OCC8","prof","REGION4","EDU_RECODE","VOTE_PRO","VOTE_RETRO","PHONE_RECODE","CAR_RECODE","ballot","Q1","Q2","Q3","Q4A","Q4B","Q4C","Q5A","Q5B","farm","SIZE3","urban","StPOAbrv","SOUTH11","SOUTH11xBLACK","SOUTH12","SOUTH12xBLACK","south","SOUTHxBLACK","year","WtPubFeas","WtVotFeas"
,"Minnesota","West Central","Male","45-54 yrs",,"Skilled workers",,,"White","Farm",,,,"Labor","Not Professional","Midwest",,"fdr","fdr",,"Car",53,"No","Yes","No","Roosevelt","Landon",,"Roosevelt","Yes, voted for Roosevelt","Farm","Farm","Non-Urban","mn","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.629758549722236,0.683247398850138
,"Wisconsin","West Central","Male","35-44 yrs",,"Skilled workers",,,"White","Farm",,,,"Labor","Not Professional","Midwest",,"fdr","fdr",,"Car",53,"No","Yes","No","Roosevelt","Roosevelt","Landon","Roosevelt","Yes, voted for Roosevelt","Farm","Farm","Non-Urban","wi","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.629758549722236,0.683247398850138
,"Iowa","West Central","Male","45-54 yrs",,"Skilled workers",,,"White","Farm",,,,"Labor","Not Professional","Midwest",,"fdr","fdr",,"Car",53,"Yes","Yes","No","Roosevelt","Roosevelt","Landon","Roosevelt","Yes, voted for Roosevelt","Farm","Farm","Non-Urban","ia","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.629758549722236,0.683247398850138
,"Montana","Rocky Mountain","Male","35-44 yrs",,"Skilled workers",,,"White","Farm",,,,"Labor","Not Professional","West",,"fdr","fdr",,"No car",53,"Yes","Yes","No","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Farm","Farm","Non-Urban","mt","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.807460359667173,0.794146784019287
,"Montana","Rocky Mountain","Male","35-44 yrs","P or P+","Skilled workers",,,"White","Urban",,,,"Labor","Not Professional","West",,"fdr","fdr",,"Car",53,"No","Yes","No","Roosevelt","Roosevelt","Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","mt","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.395121839116121,0.447394076210309
,"Idaho","Rocky Mountain","Male","45-54 yrs","P or P+","Skilled workers",,,"White","Small town",,,,"Labor","Not Professional","West",,"fdr","fdr",,"Car",53,,"Yes","No","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Rural Non-Farm","Non-Urban","id","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,1.69243750720327,1.7878263975909
,"Colorado","Rocky Mountain","Male","45-54 yrs","P or P+","Skilled workers",,,"White","Small town",,,,"Labor","Not Professional","West",,"fdr","fdr",,"No car",53,,"No","No","Roosevelt","Roosevelt",,"Roosevelt","Yes, voted for Roosevelt","Non-Farm","Rural Non-Farm","Non-Urban","co","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,1.69243750720327,1.7878263975909
,"Nevada","Rocky Mountain","Male","55 yrs and over","P or P+","Unskilled workers",,,"White","Small town",,,,"Labor","Not Professional","West",,"fdr","fdr",,"No car",53,"No",,"No","Roosevelt","Roosevelt","Don't read a paper","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Rural Non-Farm","Non-Urban","nv","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,1.69243750720327,1.7878263975909
,"Montana","Rocky Mountain","Female","55 yrs and over","P or P+","Other and None",,,"White","Urban",,,,"Other","Not Professional","West",,"fdr","fdr",,"No car",53,"Yes","Yes","No","Roosevelt","Roosevelt","Neither","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","mt","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.872929664813964,1.03604167537053
,"Montana","Rocky Mountain","Male","55 yrs and over",,"Skilled workers",,,"White","Farm",,,,"Labor","Not Professional","West",,"fdr","fdr",,"Car",53,"Yes","Yes","No","Roosevelt","Roosevelt","Both candidates","Roosevelt","Yes, voted for Roosevelt","Farm","Farm","Non-Urban","mt","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.807460359667173,0.794146784019287
,"Idaho","Rocky Mountain","Female","45-54 yrs","P or P+","Skilled workers",,,"White","Urban",,,,"Labor","Not Professional","West",,"fdr","fdr",,"Car",53,"Yes",,"No","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","id","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.872929664813964,1.03604167537053
,"Idaho","Rocky Mountain","Female","45-54 yrs","or","Other and None",,,"White","Urban",,,,"Other","Not Professional","West",,"fdr","fdr",,"No car",53,,"Yes","No","Roosevelt","Roosevelt","Neither","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","id","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.872929664813964,1.03604167537053
,"Oregon","Pacific Coast","Male","35-44 yrs",,"Skilled workers",,,"White","Farm",,,,"Labor","Not Professional","West",,"fdr","fdr",,"Car",53,"Yes","Yes","No","Roosevelt",,"Roosevelt","Roosevelt","Yes, voted for Roosevelt","Farm","Farm","Non-Urban","or","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.807460359667173,0.794146784019287
,"California","Pacific Coast","Male","35-44 yrs","or","Unskilled workers",,,"White","Urban",,,,"Labor","Not Professional","West",,"fdr","fdr",,"No car",53,"Yes",,"No","Roosevelt","Roosevelt","Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","ca","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.395121839116121,0.447394076210309
,"Oregon","Pacific Coast","Male","45-54 yrs","P or P+","Skilled workers",,,"White","Urban",,,,"Labor","Not Professional","West",,"fdr","fdr",,"Car",53,"No","No","No","Roosevelt",,"Roosevelt","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","or","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.395121839116121,0.447394076210309
,"California","Pacific Coast","Male","35-44 yrs","P or P+","Skilled workers",,,"White","Urban",,,,"Labor","Not Professional","West",,"fdr","fdr",,"Car",53,"Yes","No","No","Roosevelt","Roosevelt","Both candidates","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","ca","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.395121839116121,0.447394076210309
,"Rhode Island","Northeast","Male","25-34 yrs","P or P+","Skilled workers",,,"White","Urban",,,,"Labor","Not Professional","Northeast",,"fdr","fdr",,"No car",53,"Yes","Yes","No","Roosevelt",,"Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","ri","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.425908428241295,0.479531630338573
,"Ohio","East Central","Male",,"P or P+","Skilled workers",,,"Black","Urban",,,,"Labor","Not Professional","Midwest",,"fdr","fdr",,"No car",53,"Yes","Yes","No","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","oh","Non-South","Non-South Black","Non-South","Non-South Black","Non-South","Non-South Black",1936,1.33839167359001,0.579634005535984
,"Indiana","East Central","Male",,,"Other and None",,,"White","Farm",,,,"Other","Not Professional","Midwest",,"fdr","fdr",,"Car",53,,,"No","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Farm","Farm","Non-Urban","in","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.629758549722236,0.683247398850138
,"Ohio","East Central","Male","25-34 yrs","P or P+","Skilled workers",,,"White","Urban",,,,"Labor","Not Professional","Midwest",,"fdr","fdr",,"No car",53,"Yes","Yes","No","Roosevelt","Roosevelt",,"Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","oh","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.308165414420984,0.384917303681016
,"Michigan","East Central","Male","25-34 yrs","or","Unskilled workers",,,"White","Urban",,,,"Labor","Not Professional","Midwest",,"fdr","fdr",,"Car",53,"Yes","Yes","No","Roosevelt","Roosevelt","Neither","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","mi","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.308165414420984,0.384917303681016
,"Pennsylvania","Middle Atlantic","Male","55 yrs and over","or","Unskilled workers",,,"White","Urban",,,,"Labor","Not Professional","Northeast",,"fdr","fdr",,"No car",53,,"Yes","No","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","pa","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.425908428241295,0.479531630338573
,"New York","Middle Atlantic","Male","45-54 yrs","or","Skilled workers",,,"White","Urban",,,,"Labor","Not Professional","Northeast",,"fdr","fdr",,"No car",53,"No","Yes","No","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","ny","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.425908428241295,0.479531630338573
,"New York","Middle Atlantic","Male","45-54 yrs","P or P+","Skilled workers",,,"White","Urban",,,,"Labor","Not Professional","Northeast",,"fdr","fdr",,"Car",53,"No","Yes","No","Roosevelt","Roosevelt","Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","ny","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.425908428241295,0.479531630338573
,"Ohio","East Central","Male","55 yrs and over","P or P+","Unemployed",,,"White","Urban",,,,"Unemployed","Not Professional","Midwest",,"fdr","fdr",,"No car",53,"Yes","No","No","Roosevelt","Roosevelt",,"Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","oh","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.308165414420984,0.384917303681016
,"Ohio","East Central","Male","55 yrs and over","P or P+","Professiol",,,"White","Urban",,,,"Professional","Professional","Midwest",,"fdr","fdr",,"No car",53,"Yes","Yes","No",,"Roosevelt",,"Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","oh","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,1.93129369210329,2.26620000324791
,"Michigan","East Central","Male","45-54 yrs","or","Unskilled workers",,,"White","Urban",,,,"Labor","Not Professional","Midwest",,"fdr","fdr",,"No car",53,"Yes","Yes","No","Roosevelt","Roosevelt",,"Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","mi","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.308165414420984,0.384917303681016
,"Pennsylvania","Middle Atlantic","Male","25-34 yrs","P or P+","Business",,,"White","Urban",,,,"Professional","Professional","Northeast",,"Landon","Did not vote",,"Car",53,"No","No","No","Landon","Landon","Landon","Landon","No","Non-Farm","Urban","Urban","pa","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,2.66919719859397,2.82324169851122
,"Pennsylvania","Middle Atlantic","Male","25-34 yrs","P or P+","Skilled workers",,,"White","Urban",,,,"Labor","Not Professional","Northeast",,"Landon","Did not vote",,"No car",53,,"Yes","No","Roosevelt","Roosevelt","Neither","Landon","No","Non-Farm","Urban","Urban","pa","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.425908428241295,0.479531630338573
,"Illinois","East Central","Female","45-54 yrs","or","Other and None",,,"White","Urban",,,,"Other","Not Professional","Midwest",,"Landon","Did not vote",,"No car",53,"Yes","Yes","No","Landon","Landon","Don't read a paper","Landon","No","Non-Farm","Urban","Urban","il","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,1.00529750696792,1.29685398102236
,"Ohio","East Central","Female","45-54 yrs",,"Other and None",,,"White","Farm",,,,"Other","Not Professional","Midwest",,"Landon","Did not vote",,"Car",53,,"Yes","No","Landon","Landon","Don't read a paper","Landon","No","Farm","Farm","Non-Urban","oh","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,3.56424701485365,3.74360756913113
,"Ohio","East Central","Female","35-44 yrs","or","Unemployed",,,"White","Urban",,,,"Unemployed","Not Professional","Midwest",,"Landon","Did not vote",,"No car",53,"Yes",,"No","Landon","Landon",,"Landon","No","Non-Farm","Urban","Urban","oh","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,1.00529750696792,1.29685398102236
,"Oregon","Pacific Coast","Male","55 yrs and over","or","Skilled workers",,,"White","Urban",,,,"Labor","Not Professional","West",,"fdr","Did not vote",,"No car",53,"Yes","Yes","No","Roosevelt","Roosevelt",,"Roosevelt","No","Non-Farm","Urban","Urban","or","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.395121839116121,0.447394076210309
,"Connecticut","Northeast","Male","45-54 yrs","or","Unskilled workers",,,"White","Urban",,,,"Labor","Not Professional","Northeast",,"fdr","Did not vote",,"No car",53,"Yes","No","No","Roosevelt","Roosevelt","Don't read a paper","Roosevelt","No","Non-Farm","Urban","Urban","ct","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.425908428241295,0.479531630338573
,"Mississippi","South and Southwest","Male","55 yrs and over",,"Skilled workers",,,"White","Farm",,,,"Labor","Not Professional","South",,"fdr","Did not vote",,"Car",53,"Yes","No","No","Roosevelt","Roosevelt","Roosevelt","Roosevelt","No","Farm","Farm","Non-Urban","ms","South","South White","South","South White","South","South White",1936,0.905992083252721,0.765790702761613
,"California","Pacific Coast","Male","25-34 yrs","or","Unskilled workers",,,"White","Urban",,,,"Labor","Not Professional","West",,"fdr","Did not vote",,"No car",53,"No",,"No","Roosevelt","Roosevelt","Landon","Roosevelt","No","Non-Farm","Urban","Urban","ca","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.395121839116121,0.447394076210309
,"Maine","Northeast","Male","25-34 yrs","or","Unskilled workers",,,"White","Urban",,,,"Labor","Not Professional","Northeast",,"fdr","Did not vote",,"No car",53,"Yes","Yes","No","Roosevelt","Landon","Landon","Roosevelt","No","Non-Farm","Urban","Urban","me","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.425908428241295,0.479531630338573
,"Massachusetts","Northeast","Male","25-34 yrs","P or P+","Skilled workers",,,"White","Urban",,,,"Labor","Not Professional","Northeast",,"fdr","Did not vote",,"No car",53,,"Yes","No",,,"Roosevelt","Roosevelt","No","Non-Farm","Urban","Urban","ma","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.425908428241295,0.479531630338573
,"New York","Middle Atlantic","Male","21-24 yrs",,"Other and None",,,"White","Urban",,,,"Other","Not Professional","Northeast",,"fdr","Did not vote",,"Car",53,"Yes","Yes","No","Roosevelt","Roosevelt","Roosevelt","Roosevelt","No, too young to vote","Non-Farm","Urban","Urban","ny","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.425908428241295,0.479531630338573
,"Ohio","East Central","Male","21-24 yrs",,"Skilled workers",,,"White","Urban",,,,"Labor","Not Professional","Midwest",,"fdr","Did not vote",,"No car",53,,,"No","Roosevelt","Roosevelt",,"Roosevelt","No, too young to vote","Non-Farm","Urban","Urban","oh","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.308165414420984,0.384917303681016
,"Ohio","East Central","Male","21-24 yrs",,"Skilled workers",,,"White","Urban",,,,"Labor","Not Professional","Midwest",,"fdr","Did not vote",,"No car",53,"Yes","Yes","No","Roosevelt","Roosevelt","Neither","Roosevelt","No, too young to vote","Non-Farm","Urban","Urban","oh","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.308165414420984,0.384917303681016
